Product,Brand,Line,Comments,ProductType,LowPorosity,HighPorosity,Fine,Coarse,Frizz,Dry,Volume,URL,Image
"SheaMoisture Curl and Style Milk for Thick, Curly Hair Coconut and Hibiscus for Curl Definition 8 oz",SheaMoisture,Coconut and Hibiscus,401,,0.0,0.0,0.6111111111111112,-0.15584415584415584,0.5217391304347826,0.2777777777777778,-0.3333333333333333,https://www.amazon.com/SheaMoisture-Coconut-Hibiscus-Style-Fluid/dp/B07NQG58PQ?ref_=ast_sto_dp,https://images-na.ssl-images-amazon.com/images/I/415B6OW1zrL._SX300_SY300_QL70_FMwebp_.jpg
SheaMoisture Jamaican Black Castor Oil Treatment Masque For Dry Hair Jamaican Black Castor Oil Paraben Free Hair Mask 12 oz,SheaMoisture,Jamaican Black Castor Oil,376,mask,1.0,0.0,0.4666666666666667,0.9047619047619048,0.8947368421052632,0.6410256410256411,1.0,https://www.amazon.com/SheaMoisture-Jamaican-Intensive-Strengthening-Treatment/dp/B07NSZHMWC?ref_=ast_sto_dp,https://images-na.ssl-images-amazon.com/images/I/41POGj2v3sL._SX300_SY300_QL70_FMwebp_.jpg
Cake Beauty Curl Whipped Curl Defining & Volumizing Mousse – Aloe Vera & Vitamin E for Flexible Hold - Vegan No Heat Curls Mousse for Wavy & Curly Hair - Sulfate & Cruelty Free Hair Products For Women,Cake Beauty,Hair,372,mousse/foam,1.0,-0.3333333333333333,0.7111111111111111,0.14285714285714285,0.5714285714285714,0.15517241379310345,0.631578947368421,https://www.amazon.com/Cake-Beauty-Whipped-Mousse-Ounces/dp/B07PFY5KNL?ref_=ast_sto_dp&th=1&psc=1,https://m.media-amazon.com/images/I/71fWPZOtzHL._SX679_.jpg
SheaMoisture Curl Mousse for Frizz Control Coconut and Hibiscus with Shea Butter 7.5 oz,SheaMoisture,Coconut and Hibiscus,356,mousse/foam,1.0,0.0,0.5172413793103449,0.2631578947368421,0.3448275862068966,0.2608695652173913,0.6666666666666666,https://www.amazon.com/SheaMoisture-Coconut-Hibiscus-Frizz-Free-Mousse/dp/B07NQCBRK3?ref_=ast_sto_dp,https://images-na.ssl-images-amazon.com/images/I/31WHM6-yzzL._SX300_SY300_QL70_FMwebp_.jpg
"Shea Moisture Coconut & Hibiscus KIDS Extra Moisturizing Detangler, Slippery Elm & Marshmallow Extracts, Anti-Frizz, Moisture & Shine for Thick, Wavy, Unruly Hair, Spray In & Leave-On, 8 oz, Pack of 2",SheaMoisture,Coconut and Hibiscus,336,,-1.0,0.0,0.8571428571428571,0.4074074074074074,0.7142857142857143,0.625,1.0,https://www.amazon.com/Shea-Moisture-Moisturizing-Marshmallow-Anti-Frizz/dp/B01526DHHO?ref_=ast_sto_dp,https://images-na.ssl-images-amazon.com/images/I/41XJyvUm5dL._SX300_SY300_QL70_FMwebp_.jpg
"Carol's Daughter Marguerite's Magic Restorative Cream, 8 oz (Packaging May Vary)",Carol's Daughter,Styling,330,cream,1.0,0.3333333333333333,0.5454545454545454,0.5833333333333334,0.7727272727272727,0.7543859649122807,1.0,https://www.amazon.com/Carols-Daughter-Marguerites-Restorative-Packaging/dp/B002E0QLP2?ref_=ast_sto_dp&th=1&psc=1,https://images-na.ssl-images-amazon.com/images/I/51vvQPV6txL._SX300_SY300_QL70_FMwebp_.jpg
"Carol’s Daughter Almond Milk Leave In Conditioner with Almond Milk, Aloe Butter and Shea Oil for Extremely Damaged Hair, 8 fl oz",Carol's Daughter,Leave-Ins,320,"conditioner, leave-in",0.0,1.0,0.3076923076923077,0.15384615384615385,0.5,-0.3103448275862069,1.0,https://www.amazon.com/Carols-Daughter-Almond-Leave-Conditioner/dp/B01DD1NOZU?ref_=ast_sto_dp,https://m.media-amazon.com/images/I/71fgNWddWZL._SX679_.jpg
"Shea Moisture Jamaican Black Castor Oil Strengthen & Restore Shampoo w/ Shea Butter, Peppermint, & Apple Cider Vinegar 16.3 fl oz. (482ml) (2 Pack)",SheaMoisture,Jamaican Black Castor Oil,316,shampoo,0.0,0.0,0.8421052631578947,0.8125,1.0,0.8214285714285714,0.3333333333333333,https://www.amazon.com/Shea-Moisture-Jamaican-Shampoo-Restore/dp/B01CTBE5LC?ref_=ast_sto_dp,https://images-na.ssl-images-amazon.com/images/I/41ozTuPO7ZL._SX300_SY300_QL70_FMwebp_.jpg
"Carol’s Daughter Goddess Strength Divine Strength Leave In Conditioner with Castor Oil, Black Seed Oil and Ginger, for Weak, Breakage Prone Hair, Paraben Free, 10 fl oz",Carol's Daughter,Leave-Ins,307,"conditioner, leave-in",0.5,0.4,0.2857142857142857,0.6666666666666666,0.6363636363636364,0.32075471698113206,1.0,https://www.amazon.com/Conditioner-Breakage-Strength-Carols-Daughter/dp/B07YFF1NQQ?ref_=ast_sto_dp&th=1&psc=1,https://m.media-amazon.com/images/I/816uXomMJ3L._SX679_.jpg
"SheaMoisture Jamaican Black Castor Oil Leave In Conditioner for Over-Processed, damaged hair 100% Pure Jamaican Black Castor Oil to Soften and Detangle Hair 11.5 oz",SheaMoisture,Jamaican Black Castor Oil,306,"conditioner, leave-in",0.6,0.0,0.5384615384615384,0.6875,0.8387096774193549,0.6097560975609756,1.0,https://www.amazon.com/SheaMoisture-Jamaican-Strengthen-Restore-Conditioner/dp/B07NQLWYXW?ref_=ast_sto_dp&th=1&psc=1,https://images-na.ssl-images-amazon.com/images/I/41Yelb6THWL._SY300_SX300_QL70_FMwebp_.jpg
