,Product,URL,Image
0,SheaMoisture Hydrate & Repair conditioner For Damaged Hair Manuka Honey & Yogurt Shea Butter Shampoo and Conditioner 13oz,https://www.amazon.com/SheaMoisture-Hydrate-conditioner-Damaged-Conditioner/dp/B08NVK6NS6?ref_=ast_sto_dp,https://images-na.ssl-images-amazon.com/images/I/41hv0Ne2hpL._SX300_SY300_QL70_FMwebp_.jpg
1,"SheaMoisture Hydrate & Repair Moisture Shampoo for Damaged Hair Manuka Honey Moisturizing with Shea Butter, Honey & Yogurt, 13 Oz",https://www.amazon.com/SheaMoisture-Manuka-Yogurt-Hydrate-Shampoo/dp/B07M6HP787?ref_=ast_sto_dp&th=1&psc=1,https://m.media-amazon.com/images/I/41bq+yP6WEL._SY300_SX300_.jpg
2,SheaMoisture Hydrate & Repair Conditioner for Damaged Hair Manuka Honey & Yogurt Shea Butter 13 oz,https://www.amazon.com/SheaMoisture-Manuka-Yogurt-Hydrate-Conditioner/dp/B07NQH1CXG?ref_=ast_sto_dp&th=1&psc=1,https://images-na.ssl-images-amazon.com/images/I/41WPKE9WDsL._SX300_SY300_QL70_FMwebp_.jpg
3,"Shea Moisture Manuka Honey & Yogurt Hydrate + Repair Protein Power Treatment, Hair Mask, Deep Conditioner and Hair Treatment, 8 oz",https://www.amazon.com/Shea-Moisture-Hydrate-Protein-Strong-Treatment/dp/B079TD4TW7?ref_=ast_sto_dp,https://images-na.ssl-images-amazon.com/images/I/410h1D29GbL._SX300_SY300_QL70_FMwebp_.jpg
4,"Shea Moisture Manuka Honey & Yogurt Hydrate + Repair Shampoo, 10.3 fl oz",https://www.amazon.com/Shea-Moisture-Manuka-Hydrate-Shampoo/dp/B079TD7PLS?ref_=ast_sto_dp,https://images-na.ssl-images-amazon.com/images/I/31NJMy3ZACL._SX300_SY300_QL70_FMwebp_.jpg
