,Product,URL,Image
0,"Extra Butter Curl Forming Creme, 8 oz",https://www.amazon.com/Extra-Butter-Curl-Forming-Creme/dp/B00P7AEXSI?ref_=ast_sto_dp&th=1&psc=1,https://m.media-amazon.com/images/I/61Ge6LL09vL._SX679_.jpg
1,Supercurl 8 Ounce,https://www.amazon.com/Uncle-Funkys-Daughter-Supercurl-Moisture/dp/B00P7C007E?ref_=ast_sto_dp&th=1&psc=1,https://m.media-amazon.com/images/I/71OIZeQPpgL._SX679_.jpg
2,"Good Hair Conditioning Styling Creme, 8 oz",https://www.amazon.com/Good-Hair-Conditioning-Styling-Creme/dp/B00P89NZSC?ref_=ast_sto_dp,https://m.media-amazon.com/images/I/71Dkm+E8+cL._SY879_.jpg
3,"Shining Star Hair & Scalp Elixir, 6 oz",https://www.amazon.com/Shining-Star-Skin-Scalp-Elixir/dp/B017MWXYJC?ref_=ast_sto_dp,https://m.media-amazon.com/images/I/71kkOY20tWL._SY879_.jpg
